# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv2014	Rv2014	CCP44786	protein_coding	0	0	0	19	0	0	0	0	12	0	0	0	0	0	0	0	0	7
Rv2015c	Rv2015c	CCP44787	protein_coding	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	12
Rv2016	Rv2016	CCP44788	protein_coding	0	0	1	18	0	0	0	0	11	0	1	0	0	0	0	0	0	7
Rv2017	Rv2017	CCP44789	protein_coding	0	0	1	19	0	0	0	0	11	0	1	0	0	0	0	0	0	8
Rv2018	Rv2018	CCP44790	protein_coding	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	4
Rv2019	Rv2019	CCP44791	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	3
Rv2020c	Rv2020c	CCP44792	protein_coding	1	5	3	5	0	0	0	0	3	1	3	0	0	0	0	0	5	2
Rv2021c	Rv2021c	CCP44793	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	2
Rv2022c	Rv2022c	CCP44794	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	2
Rv2023A	Rv2023A	Rv2023A	pseudogene	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	2
Rv2023c	Rv2023c	CCP44795	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	2
Rv2024c	Rv2024c	CCP44797	protein_coding	0	0	2	12	0	0	0	0	12	0	2	0	0	0	0	0	0	0
Rv2025c	Rv2025c	CCP44798	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Rv2026c	Rv2026c	CCP44799	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2028c	Rv2028c	CCP44801	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2030c	Rv2030c	CCP44803	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2033c	Rv2033c	CCP44806	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv2034	Rv2034	CCP44807	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2035	Rv2035	CCP44808	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2036	Rv2036	CCP44809	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv2037c	Rv2037c	CCP44810	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Rv2038c	Rv2038c	CCP44811	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv2039c	Rv2039c	CCP44812	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	2
Rv2040c	Rv2040c	CCP44813	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2041c	Rv2041c	CCP44814	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
Rv2042c	Rv2042c	CCP44815	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2044c	Rv2044c	CCP44817	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv2047c	Rv2047c	CCP44820	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2049c	Rv2049c	CCP44822	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv2050	Rv2050	CCP44823	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2052c	Rv2052c	CCP44825	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Rv2054	Rv2054	CCP44827	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv2059	Rv2059	CCP44832	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2067c	Rv2067c	CCP44841	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Rv2073c	Rv2073c	CCP44847	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	3
Rv2074	Rv2074	CCP44848	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv2075c	Rv2075c	CCP44849	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv2076c	Rv2076c	CCP44850	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv2077A	Rv2077A	CCP44852	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	9
Rv2077c	Rv2077c	CCP44851	protein_coding	0	1	0	10	0	0	0	0	2	0	0	0	0	0	0	0	1	8
Rv2078	Rv2078	CCP44853	protein_coding	0	0	1	13	0	0	0	0	11	0	1	0	0	0	0	0	0	2
Rv2079	Rv2079	CCP44854	protein_coding	0	0	1	14	0	0	0	0	12	0	1	0	0	0	0	0	0	2
Rv2081c	Rv2081c	CCP44856	protein_coding	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	12
Rv2082	Rv2082	CCP44857	protein_coding	1	3	7	5	1	0	0	0	2	1	6	0	0	0	0	0	4	3
Rv2083	Rv2083	CCP44858	protein_coding	0	0	1	12	0	0	0	0	1	0	1	0	0	0	0	0	0	11
Rv2084	Rv2084	CCP44859	protein_coding	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	12
Rv2085	Rv2085	CCP44860	protein_coding	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	12
Rv2086	Rv2086	CCP44861	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	12
Rv2087	Rv2087	CCP44862	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	7
Rv2090	Rv2090	CCP44865	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv2091c	Rv2091c	CCP44866	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2100	Rv2100	CCP44875	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
Rv2102	Rv2102	CCP44877	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv2105	Rv2105	CCP44880	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv2106	Rv2106	CCP44881	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv2113	Rv2113	CCP44888	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv2114	Rv2114	CCP44889	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv2117	Rv2117	CCP44892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2118c	Rv2118c	CCP44893	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2125	Rv2125	CCP44900	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Rv2128	Rv2128	CCP44903	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2129c	Rv2129c	CCP44904	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2132	Rv2132	CCP44907	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2133c	Rv2133c	CCP44908	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv2134c	Rv2134c	CCP44909	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2135c	Rv2135c	CCP44910	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2136c	Rv2136c	CCP44911	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2137c	Rv2137c	CCP44912	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2141c	Rv2141c	CCP44916	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2159c	Rv2159c	CCP44935	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv2160A	Rv2160A	CCP44936	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv2160c	Rv2160c	CCP44937	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv2161c	Rv2161c	CCP44938	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv2164c	Rv2164c	CCP44941	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv2165c	Rv2165c	CCP44942	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv2166c	Rv2166c	CCP44943	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2167c	Rv2167c	CCP44944	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2168c	Rv2168c	CCP44945	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2169c	Rv2169c	CCP44946	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2172c	Rv2172c	CCP44949	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv2175c	Rv2175c	CCP44952	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv2177c	Rv2177c	CCP44954	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	2
Rv2179c	Rv2179c	CCP44956	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv2180c	Rv2180c	CCP44957	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv2181	Rv2181	CCP44958	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv2182c	Rv2182c	CCP44959	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2183c	Rv2183c	CCP44960	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2184c	Rv2184c	CCP44961	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2186c	Rv2186c	CCP44963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2189c	Rv2189c	CCP44966	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2190c	Rv2190c	CCP44967	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2191	Rv2191	CCP44968	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv2197c	Rv2197c	CCP44974	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2199c	Rv2199c	CCP44976	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2216	Rv2216	CCP44993	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2219	Rv2219	CCP44996	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2219A	Rv2219A	CCP44997	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2223c	Rv2223c	CCP45001	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2226	Rv2226	CCP45004	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv2227	Rv2227	CCP45005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2228c	Rv2228c	CCP45006	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2229c	Rv2229c	CCP45007	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2230c	Rv2230c	CCP45008	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2235	Rv2235	CCP45014	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2237	Rv2237	CCP45016	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Rv2237A	Rv2237A	CCP45017	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2239c	Rv2239c	CCP45019	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2240c	Rv2240c	CCP45020	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2242	Rv2242	CCP45022	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv2248	Rv2248	CCP45028	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
Rv2250A	Rv2250A	CCP45031	protein_coding	1	0	0	5	0	0	0	0	3	1	0	0	0	0	0	0	0	2
Rv2250c	Rv2250c	CCP45030	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv2251	Rv2251	CCP45032	protein_coding	1	1	0	5	0	0	0	0	3	1	0	0	0	0	0	0	1	2
Rv2252	Rv2252	CCP45033	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	3
Rv2253	Rv2253	CCP45034	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv2254c	Rv2254c	CCP45035	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
Rv2255c	Rv2255c	CCP45036	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv2256c	Rv2256c	CCP45037	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	1	2
Rv2257c	Rv2257c	CCP45038	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
Rv2258c	Rv2258c	CCP45039	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1	1
Rv2260	Rv2260	CCP45041	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2261c	Rv2261c	CCP45042	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2262c	Rv2262c	CCP45043	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	1
Rv2263	Rv2263	CCP45044	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2264c	Rv2264c	CCP45045	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2265	Rv2265	CCP45046	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2267c	Rv2267c	CCP45048	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2269c	Rv2269c	CCP45050	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2277c	Rv2277c	CCP45059	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2278	Rv2278	CCP45060	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2279	Rv2279	CCP45061	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2280	Rv2280	CCP45062	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2282c	Rv2282c	CCP45064	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2283	Rv2283	CCP45065	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2285	Rv2285	CCP45067	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2286c	Rv2286c	CCP45068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2288	Rv2288	CCP45070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2292c	Rv2292c	CCP45074	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2293c	Rv2293c	CCP45075	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2294	Rv2294	CCP45076	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2295	Rv2295	CCP45077	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2296	Rv2296	CCP45078	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv2297	Rv2297	CCP45079	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2298	Rv2298	CCP45080	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv2300c	Rv2300c	CCP45082	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv2302	Rv2302	CCP45084	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Rv2303c	Rv2303c	CCP45085	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv2304c	Rv2304c	CCP45086	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv2305	Rv2305	CCP45087	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv2306A	Rv2306A	CCP45088	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Rv2306B	Rv2306B	CCP45089	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Rv2307A	Rv2307A	CCP45091	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2307B	Rv2307B	CCP45092	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2307D	Rv2307D	CCP45093	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2307c	Rv2307c	CCP45090	protein_coding	0	0	1	5	0	0	0	0	3	0	1	0	0	0	0	0	0	2
Rv2308	Rv2308	CCP45094	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Rv2309A	Rv2309A	CCP45096	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv2309c	Rv2309c	CCP45095	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2310	Rv2310	CCP45097	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv2311	Rv2311	CCP45098	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2312	Rv2312	CCP45099	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2313c	Rv2313c	CCP45100	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2314c	Rv2314c	CCP45101	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
Rv2315c	Rv2315c	CCP45102	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2319c	Rv2319c	CCP45106	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2323c	Rv2323c	CCP45110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2324	Rv2324	CCP45111	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2325c	Rv2325c	CCP45112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2326c	Rv2326c	CCP45113	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Rv2327	Rv2327	CCP45114	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2331	Rv2331	CCP45118	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2331A	Rv2331A	CCP45119	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2336	Rv2336	CCP45124	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2337c	Rv2337c	CCP45125	protein_coding	0	1	1	3	0	0	0	0	2	0	1	0	0	0	0	0	1	1
Rv2342	Rv2342	CCP45130	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2345	Rv2345	CCP45133	protein_coding	0	0	0	15	0	0	0	0	14	0	0	0	0	0	0	0	0	1
Rv2348c	Rv2348c	CCP45136	protein_coding	0	0	0	28	0	0	0	0	10	0	0	0	0	0	0	0	0	18
Rv2354	Rv2354	CCP45142	protein_coding	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	14
Rv2355	Rv2355	CCP45143	protein_coding	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	14
Rv2360c	Rv2360c	CCP45148	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Rv2361c	Rv2361c	CCP45149	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2365c	Rv2365c	CCP45153	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2366c	Rv2366c	CCP45154	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2367c	Rv2367c	CCP45155	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2369c	Rv2369c	CCP45157	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2370c	Rv2370c	CCP45158	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2372c	Rv2372c	CCP45160	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv2375	Rv2375	CCP45163	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv2387	Rv2387	CCP45175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2390c	Rv2390c	CCP45178	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2395	Rv2395	CCP45183	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv2401	Rv2401	CCP45191	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2401A	Rv2401A	CCP45192	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2402	Rv2402	CCP45193	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv2405	Rv2405	CCP45196	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2406c	Rv2406c	CCP45197	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2407	Rv2407	CCP45198	protein_coding	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Rv2409c	Rv2409c	CCP45200	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2410c	Rv2410c	CCP45201	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv2411c	Rv2411c	CCP45202	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2413c	Rv2413c	CCP45204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2414c	Rv2414c	CCP45205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2415c	Rv2415c	CCP45206	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2417c	Rv2417c	CCP45208	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2418c	Rv2418c	CCP45209	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2420c	Rv2420c	CCP45211	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2422	Rv2422	CCP45213	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2423	Rv2423	CCP45214	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2424c	Rv2424c	CCP45215	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv2425c	Rv2425c	CCP45216	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2426c	Rv2426c	CCP45217	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2432c	Rv2432c	CCP45224	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv2433c	Rv2433c	CCP45225	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2434c	Rv2434c	CCP45226	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv2435c	Rv2435c	CCP45227	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Rv2437	Rv2437	CCP45229	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2438A	Rv2438A	CCP45231	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv2446c	Rv2446c	CCP45239	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv2449c	Rv2449c	CCP45242	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv2451	Rv2451	CCP45244	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv2452c	Rv2452c	CCP45245	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Rv2454c	Rv2454c	CCP45247	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv2455c	Rv2455c	CCP45248	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
